,hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,daytime,rushhour,weather_score,weather_score_daytime
745,1,3,12,0,1,0,7.8,3.9,76.28,0.0,0.0,26.9,100.0,16.0,low_bike_demand,0,0,0.020022636997590215,0.0
746,10,5,1,0,0,0,2.1,-4.4,62.01,0.0,0.0,30.7,100.0,16.0,low_bike_demand,1,0,-0.00038203654780988305,-0.00038203654780988305
747,12,0,10,0,1,1,11.6,5.6,66.68,0.0,0.0,32.6,98.7,16.0,low_bike_demand,1,0,0.10722515191964033,0.10722515191964033
748,3,2,7,0,1,1,23.6,20.7,83.65,0.0,0.0,6.7,96.0,16.0,low_bike_demand,0,0,0.18795985186779074,0.0
749,9,5,6,0,0,1,22.8,9.5,42.65,0.0,0.0,43.8,29.0,16.0,high_bike_demand,1,0,0.40050712452934056,0.40050712452934056
750,9,1,1,0,1,0,4.9,1.7,79.74,0.0,0.0,6.7,100.0,16.0,low_bike_demand,1,0,-0.024843746127109934,-0.024843746127109934
751,6,5,12,0,0,0,10.0,7.8,86.48,0.0,0.0,18.4,100.0,16.0,low_bike_demand,0,0,0.022493411126340068,0.0
752,7,2,10,0,1,1,12.2,7.2,71.47,0.0,0.0,7.3,89.1,16.0,low_bike_demand,1,0,0.08687548020249014,0.08687548020249014
753,9,2,2,0,1,0,-0.9,-4.0,79.8,0.0,0.0,5.2,79.3,16.0,low_bike_demand,1,0,-0.10981597615565986,-0.10981597615565986
754,13,3,11,0,1,1,11.0,-2.7,38.05,0.0,0.0,0.5,91.1,16.0,low_bike_demand,1,0,0.3119873269252902,0.3119873269252902
755,15,2,4,0,1,1,15.0,-3.2,28.43,0.0,0.0,8.3,26.4,16.0,high_bike_demand,1,1,0.47743020531919034,0.47743020531919034
756,17,4,10,0,1,1,14.2,9.4,72.7,0.0,0.0,12.2,82.5,16.0,high_bike_demand,1,1,0.10111573356404024,0.10111573356404024
757,17,5,7,0,0,1,30.6,14.4,37.4,0.0,0.0,10.8,79.3,16.0,high_bike_demand,1,1,0.6449473704791406,0.6449473704791406
758,15,2,5,0,1,1,18.6,3.8,37.48,0.0,0.0,15.3,83.9,16.0,low_bike_demand,1,1,0.44314954577719035,0.44314954577719035
759,13,4,6,0,1,1,28.8,11.0,33.16,0.0,0.0,18.0,26.4,16.0,low_bike_demand,1,0,0.6392771491917406,0.6392771491917406
760,21,2,5,0,1,1,16.1,6.7,53.57,0.0,0.0,29.3,44.6,16.0,low_bike_demand,0,0,0.20709491559549043,0.0
761,19,0,5,0,1,1,19.3,0.7,28.62,0.0,0.0,36.3,32.7,16.0,low_bike_demand,1,1,0.5502895500810907,0.5502895500810907
762,11,3,9,0,1,1,21.6,18.4,82.09,0.022,0.0,10.5,90.6,16.0,low_bike_demand,1,0,0.16668025881369053,0.16668025881369053
763,10,5,10,0,0,1,14.4,9.3,71.36,0.0,0.0,14.6,25.3,16.0,high_bike_demand,1,0,0.06556076756744034,0.06556076756744034
764,23,0,5,0,1,1,9.3,-1.2,47.9,0.0,0.0,19.2,99.6,16.0,low_bike_demand,0,0,0.19587785654214018,0.0
765,20,5,6,0,0,1,23.7,20.1,80.3,0.0,0.0,13.5,50.7,16.0,low_bike_demand,0,0,0.16810067980089027,0.0
766,14,4,3,0,1,0,5.5,-10.1,31.53,0.0,0.0,14.0,24.4,16.0,low_bike_demand,1,0,0.25567452077604025,0.25567452077604025
767,9,6,5,0,0,1,14.3,8.4,67.63,0.0,0.0,10.9,100.0,16.0,low_bike_demand,1,0,0.14033522225409012,0.14033522225409012
768,22,6,3,0,0,1,10.7,0.6,49.53,0.0,0.0,8.9,0.0,16.0,low_bike_demand,0,0,0.12412046751409012,0.0
769,0,5,9,0,0,1,19.6,14.8,73.67,0.0,0.0,6.7,24.4,16.0,low_bike_demand,0,0,0.1221801003139904,0.0
770,9,2,8,0,1,1,21.6,17.3,76.88,0.0,0.0,13.8,91.1,16.0,low_bike_demand,1,0,0.1906113904986404,0.1906113904986404
771,20,1,4,0,1,1,19.3,7.0,44.58,0.0,0.0,20.2,24.4,16.0,low_bike_demand,0,0,0.32004804180664026,0.0
772,14,6,7,0,0,1,32.8,22.8,55.76,0.0,0.0,16.7,47.3,16.0,low_bike_demand,1,0,0.44005900408149046,0.44005900408149046
773,20,4,1,0,1,0,-0.7,-13.3,37.98,0.0,0.0,21.0,88.3,16.0,low_bike_demand,0,0,0.12200935849444017,0.0
774,22,2,9,0,1,1,17.1,11.6,70.27,0.0,0.0,21.4,24.4,16.0,low_bike_demand,0,0,0.10807163134034026,0.0
775,11,2,5,0,1,1,23.2,18.8,76.37,0.0,0.0,10.9,89.7,16.0,low_bike_demand,1,0,0.2092798407228904,0.2092798407228904
776,15,6,3,0,0,0,7.8,-11.2,24.64,0.0,0.0,27.5,0.0,16.0,low_bike_demand,1,1,0.39377028508429013,0.39377028508429013
777,3,6,9,0,0,1,18.4,14.3,76.83,0.0,0.0,0.0,0.0,16.0,low_bike_demand,0,0,0.07434609006164006,0.0
778,10,2,8,0,1,1,21.6,17.9,79.56,0.0,0.0,0.6,55.5,16.0,low_bike_demand,1,0,0.14979971696764038,0.14979971696764038
779,5,0,5,0,1,1,11.0,6.1,71.66,0.0,0.0,4.8,54.5,16.0,low_bike_demand,0,0,0.04282883397274018,0.0
780,7,0,9,0,1,1,19.3,18.3,94.41,0.0,0.0,10.9,86.6,16.0,low_bike_demand,1,0,0.10371236502989023,0.10371236502989023
781,6,6,2,0,0,0,-1.3,-2.8,89.22,0.0,0.05,11.6,100.0,9.9,low_bike_demand,0,0,-0.10985017778895989,-0.0
782,15,4,3,0,1,1,9.8,-9.5,24.55,0.0,0.0,25.3,24.4,16.0,low_bike_demand,1,1,0.44951462238449014,0.44951462238449014
783,3,4,10,0,1,1,20.2,17.1,82.35,0.0,0.0,0.0,79.3,15.5,low_bike_demand,0,0,0.1406080185842401,0.0
784,10,1,9,0,1,1,20.5,6.1,39.12,0.0,0.0,11.8,24.4,16.0,low_bike_demand,1,0,0.4078153684770405,0.4078153684770405
785,22,0,11,0,1,0,6.0,-6.6,40.05,0.0,0.0,9.4,0.0,16.0,low_bike_demand,0,0,0.1414294410061402,0.0
786,5,1,8,0,1,1,20.5,18.8,90.04,0.0,0.0,5.6,24.4,15.9,low_bike_demand,0,0,0.07711445875274037,0.0
787,1,6,10,0,0,1,7.5,3.7,77.01,0.0,0.0,0.0,0.0,16.0,low_bike_demand,0,0,-0.06061363101015982,-0.0
788,0,1,5,0,1,1,20.6,17.9,84.58,0.503,0.0,14.4,94.3,16.0,low_bike_demand,0,0,0.14307829182734055,0.0
789,10,3,8,0,1,1,27.2,19.9,64.27,0.0,0.0,0.3,82.7,16.0,low_bike_demand,1,0,0.3212425311865905,0.3212425311865905
790,12,6,12,0,0,0,6.0,1.1,70.75,0.0,0.0,17.8,99.6,16.0,low_bike_demand,1,0,0.016558856024940227,0.016558856024940227
791,17,4,6,0,1,1,30.0,11.6,32.1,0.0,0.0,9.4,44.6,16.0,high_bike_demand,1,1,0.6916231894252407,0.6916231894252407
792,19,1,11,0,1,0,16.4,6.2,50.95,0.0,0.0,10.3,44.6,16.0,high_bike_demand,1,1,0.23678173395419044,0.23678173395419044
793,20,1,2,0,1,0,1.6,-6.2,56.27,0.0,5.64,29.1,100.0,16.0,low_bike_demand,0,0,0.06340081640479012,0.0
794,9,0,1,0,1,0,-0.1,-12.7,38.34,0.0,0.2,31.5,44.6,16.0,low_bike_demand,1,0,0.0976885785608902,0.0976885785608902
795,22,5,8,0,0,1,25.8,20.7,73.44,0.0,0.0,0.0,79.3,16.0,low_bike_demand,0,0,0.2480243924333405,0.0
796,23,5,11,0,0,0,14.3,8.3,66.97,0.0,0.0,12.4,100.0,16.0,low_bike_demand,0,0,0.1417270887784402,0.0
797,7,4,10,0,1,1,13.7,12.2,90.34,0.033,0.0,13.2,70.4,16.0,low_bike_demand,1,0,0.028312164601740242,0.028312164601740242
798,12,1,12,0,1,0,2.8,-6.7,49.86,0.0,0.0,12.8,25.3,16.0,low_bike_demand,1,0,0.027689710493540187,0.027689710493540187
799,2,6,8,0,0,1,24.1,21.7,86.4,0.0,0.0,5.2,79.3,15.5,low_bike_demand,0,0,0.1732300458263406,0.0
800,23,3,4,0,1,1,25.6,13.8,48.06,0.0,0.0,14.7,98.8,16.0,low_bike_demand,0,0,0.4445145679264906,0.0
801,3,1,7,0,1,1,22.4,19.3,82.21,0.0,0.0,15.3,79.3,16.0,low_bike_demand,0,0,0.1622448387082901,0.0
802,22,5,4,0,0,1,14.9,12.3,84.64,0.182,0.0,16.2,99.0,16.0,low_bike_demand,0,0,0.0823437576264403,0.0
803,20,6,11,0,0,0,14.3,12.8,90.78,0.0,0.0,13.3,87.5,15.9,low_bike_demand,0,0,0.05221006767879033,0.0
804,14,3,7,0,1,1,33.8,21.1,47.56,0.0,0.0,19.8,51.3,16.0,low_bike_demand,1,0,0.5415235781640402,0.5415235781640402
805,10,3,12,0,1,0,1.7,0.7,92.95,1.819,1.3,12.3,100.0,3.4,low_bike_demand,1,0,-0.07885631460480991,-0.07885631460480991
806,13,0,11,0,1,0,7.2,-5.7,39.51,0.0,0.0,34.9,88.9,16.0,low_bike_demand,1,0,0.23455593300869038,0.23455593300869038
807,12,3,9,0,1,1,21.0,15.6,71.33,0.0,0.0,16.0,98.8,16.0,low_bike_demand,1,0,0.21113227112944033,0.21113227112944033
808,5,3,6,0,1,1,22.9,18.2,74.77,0.0,0.0,0.0,64.2,16.0,low_bike_demand,0,0,0.19199366236544035,0.0
809,22,1,6,0,1,1,23.5,15.6,61.22,0.0,0.0,14.0,79.3,16.0,low_bike_demand,0,0,0.2883410353925404,0.0
810,5,1,8,0,1,1,23.2,22.1,93.68,0.0,0.0,9.0,79.3,16.0,low_bike_demand,0,0,0.1417205665054403,0.0
811,4,4,1,0,1,0,2.6,-0.8,77.93,0.0,0.0,9.9,89.1,16.0,low_bike_demand,0,0,-0.06028257692880978,-0.0
812,20,0,2,0,1,0,0.9,-6.8,56.69,0.0,0.04,17.4,79.3,16.0,low_bike_demand,0,0,-0.0007107661324597947,-0.0
813,2,4,7,0,1,1,24.8,21.6,82.5,0.0,0.0,14.4,96.0,16.0,low_bike_demand,0,0,0.2089340906581405,0.0
814,15,4,3,0,1,0,5.5,-11.7,27.62,0.0,0.0,33.5,24.4,16.0,low_bike_demand,1,1,0.31251994976989006,0.31251994976989006
815,9,6,5,0,0,1,17.7,13.3,75.35,0.0,0.0,17.3,100.0,16.0,low_bike_demand,1,0,0.14949748030009025,0.14949748030009025
816,17,0,6,0,1,1,31.7,22.2,57.11,0.0,0.0,23.5,44.6,16.0,high_bike_demand,1,1,0.4080966019071903,0.4080966019071903
817,19,6,7,0,0,1,33.7,18.8,41.4,0.0,0.0,5.6,32.7,16.0,low_bike_demand,1,1,0.6014426681829403,0.6014426681829403
818,3,2,7,0,1,1,24.2,22.1,88.12,0.0,0.0,9.0,44.6,16.0,low_bike_demand,0,0,0.1417532192648403,0.0
819,0,3,4,0,1,1,10.4,2.8,58.97,0.0,0.0,24.8,79.3,16.0,low_bike_demand,0,0,0.1126316326604404,0.0
820,20,3,6,0,1,1,23.6,10.7,44.08,0.0,0.0,15.6,24.4,16.0,high_bike_demand,0,0,0.3958848527693406,0.0
821,23,6,11,0,0,0,7.5,-0.6,56.18,0.0,0.0,15.9,82.3,16.0,low_bike_demand,0,0,0.09193686411889024,0.0
822,3,5,9,0,0,1,14.6,12.0,84.25,0.0,0.0,4.8,0.0,16.0,low_bike_demand,0,0,0.002064940409840288,0.0
823,18,3,10,0,1,1,17.6,10.0,61.13,0.0,0.0,10.7,83.9,16.0,high_bike_demand,1,1,0.2106774745983906,0.2106774745983906
824,19,1,4,0,1,1,23.5,11.1,45.82,0.0,0.0,5.6,46.4,16.0,high_bike_demand,1,1,0.3977511334289403,0.3977511334289403
825,19,4,3,0,1,0,7.0,-8.9,31.28,0.0,0.0,5.4,79.3,16.0,high_bike_demand,1,1,0.3295476880296402,0.3295476880296402
826,18,2,6,0,1,1,33.9,21.5,48.61,0.0,0.0,20.3,44.6,16.0,high_bike_demand,1,1,0.5285626275705901,0.5285626275705901
827,7,4,9,0,1,1,23.7,22.8,94.66,0.0,0.0,9.2,86.5,16.0,low_bike_demand,1,0,0.1487849465269403,0.1487849465269403
828,18,5,10,0,0,1,16.1,10.1,67.64,0.0,0.0,7.1,99.6,16.0,high_bike_demand,1,1,0.1654254304736903,0.1654254304736903
829,8,6,3,0,0,1,11.1,1.8,52.58,0.0,0.0,18.0,44.6,16.0,low_bike_demand,1,0,0.14085231624474015,0.14085231624474015
830,3,4,2,0,1,0,-1.3,-4.9,76.07,0.0,0.1,20.9,100.0,9.6,low_bike_demand,0,0,-0.08550265859631001,-0.0
831,0,3,9,0,1,1,24.8,20.6,77.31,0.0,0.0,16.6,79.3,16.0,low_bike_demand,0,0,0.2142066715629405,0.0
832,9,2,12,0,1,0,-1.3,-5.7,71.89,0.0,0.0,5.5,82.2,16.0,low_bike_demand,1,0,-0.09561654485800986,-0.09561654485800986
833,18,3,2,0,1,0,15.5,-4.3,25.25,0.0,0.0,16.3,79.3,16.0,high_bike_demand,1,1,0.5869931742203904,0.5869931742203904
834,14,4,12,0,1,0,11.1,-1.6,41.08,0.0,0.0,20.2,89.3,16.0,low_bike_demand,1,0,0.2786279517290402,0.2786279517290402
835,2,1,7,0,1,1,24.1,17.9,68.41,0.0,0.0,5.5,0.0,16.0,low_bike_demand,0,0,0.19179834043359079,0.0
836,15,3,11,0,1,1,12.0,-2.2,37.15,0.0,0.0,5.2,89.1,16.0,high_bike_demand,1,1,0.3414219155596405,0.3414219155596405
837,10,6,10,0,0,1,12.9,6.7,66.05,0.0,0.0,0.5,24.4,16.0,low_bike_demand,1,0,0.07196393772709031,0.07196393772709031
838,8,2,1,0,1,0,5.4,4.2,92.17,0.0,0.0,12.4,81.1,15.9,low_bike_demand,1,0,-0.057711920934959804,-0.057711920934959804
839,0,5,8,0,0,1,24.0,18.2,70.06,0.0,0.0,13.7,89.1,16.0,low_bike_demand,0,0,0.24947707580979062,0.0
840,10,5,6,0,0,1,19.9,15.8,77.22,0.0,0.0,12.6,100.0,16.0,high_bike_demand,1,0,0.1706063187940402,0.1706063187940402
841,20,0,4,0,1,1,7.2,5.7,90.55,7.08,0.0,17.6,100.0,5.2,low_bike_demand,0,0,-0.07856010561075988,-0.0
842,1,1,9,0,1,1,22.0,18.3,79.48,0.0,0.0,9.1,82.2,16.0,low_bike_demand,0,0,0.17399353012589047,0.0
843,0,2,9,0,1,1,14.8,5.6,54.17,0.0,0.0,12.8,27.2,16.0,low_bike_demand,0,0,0.17362532894584037,0.0
844,5,3,11,0,1,1,4.2,0.0,74.18,0.0,0.0,8.7,89.1,16.0,low_bike_demand,0,0,-0.025739073383909794,-0.0
845,16,4,8,0,1,1,28.7,13.4,39.03,0.0,0.0,21.2,49.2,16.0,high_bike_demand,1,1,0.5635505859034404,0.5635505859034404
846,21,0,9,0,1,1,20.4,8.4,46.01,0.0,0.0,8.9,97.4,16.0,low_bike_demand,0,0,0.3833956490396906,0.0
847,6,3,10,0,1,1,11.4,8.3,81.37,0.0,0.0,4.8,24.4,16.0,low_bike_demand,0,0,-0.006947201618959675,-0.0
848,7,2,3,0,1,1,9.2,0.3,53.73,0.0,0.0,12.6,98.8,16.0,low_bike_demand,1,0,0.1490095786537401,0.1490095786537401
849,18,3,10,0,1,1,25.9,13.7,46.89,0.0,0.0,8.9,79.3,16.0,high_bike_demand,1,1,0.44623761840829035,0.44623761840829035
850,6,2,3,0,1,1,2.5,-5.0,57.66,0.0,0.0,0.0,96.0,16.0,low_bike_demand,0,0,0.026065688669340115,0.0
851,0,3,3,0,1,1,9.6,0.0,50.9,0.0,0.0,6.7,24.4,16.0,low_bike_demand,0,0,0.1139337423916903,0.0
852,21,2,5,0,1,1,23.3,17.1,68.4,0.54,0.0,26.2,96.0,8.9,low_bike_demand,0,0,0.2627090790190405,0.0
853,4,2,7,0,1,1,26.5,21.7,74.78,0.0,0.0,11.0,79.3,16.0,low_bike_demand,0,0,0.2481736733854405,0.0
854,8,2,3,0,1,0,5.5,2.8,83.06,1.3130000000000002,0.0,15.7,100.0,14.1,low_bike_demand,1,0,-0.03446298614160981,-0.03446298614160981
855,9,4,2,0,1,0,1.2,-7.7,51.45,0.0,0.0,36.1,88.9,16.0,low_bike_demand,1,0,0.03720855848989013,0.03720855848989013
856,10,6,6,0,0,1,22.1,6.7,36.81,0.0,0.0,21.9,24.4,16.0,high_bike_demand,1,0,0.46202362890019066,0.46202362890019066
857,4,3,5,0,1,1,17.9,14.5,80.42,0.0,0.0,4.8,24.4,16.0,low_bike_demand,0,0,0.07437181267054027,0.0
858,12,2,1,0,1,0,2.8,-10.0,38.39,0.0,0.0,25.1,79.3,16.0,low_bike_demand,1,0,0.16653388838339012,0.16653388838339012
859,7,5,8,0,0,1,23.3,22.2,93.86,0.0,0.0,10.8,94.1,16.0,low_bike_demand,1,0,0.1554167758453402,0.1554167758453402
860,23,0,10,0,1,1,22.7,19.3,81.17,0.0,0.0,14.0,44.6,16.0,low_bike_demand,0,0,0.14749123626684024,0.0
861,20,1,11,0,1,0,8.5,-0.6,52.51,0.0,0.0,5.5,98.8,16.0,low_bike_demand,0,0,0.14475059679939029,0.0
862,5,5,1,0,0,0,-2.3,-11.7,48.74,0.0,0.0,28.4,24.4,16.0,low_bike_demand,0,0,-0.04280602705885983,-0.0
863,0,6,6,0,0,1,24.7,21.0,79.78,0.125,0.0,12.3,96.0,13.3,low_bike_demand,0,0,0.2196197995302902,0.0
864,2,6,9,0,0,1,23.4,19.9,80.89,0.0,0.0,0.0,24.4,15.2,low_bike_demand,0,0,0.14510028388744034,0.0
865,16,0,11,0,1,0,20.6,5.6,37.5,0.0,0.0,19.7,0.0,16.0,high_bike_demand,1,1,0.4107534271017905,0.4107534271017905
866,22,1,3,0,1,0,8.1,-2.8,46.02,0.0,0.0,14.0,79.3,16.0,low_bike_demand,0,0,0.1763040925065401,0.0
867,14,3,9,0,1,1,21.0,7.8,42.59,0.0,0.0,16.3,84.8,16.0,low_bike_demand,1,0,0.4201104016279906,0.4201104016279906
868,0,3,7,0,1,1,23.7,22.8,94.58,0.0,0.0,9.2,71.7,15.5,low_bike_demand,0,0,0.13759809147694047,0.0
869,1,2,10,0,1,1,21.5,18.9,85.09,0.0,0.0,12.5,100.0,15.9,low_bike_demand,0,0,0.1614051089582903,0.0
870,11,4,11,0,1,1,13.5,12.9,96.08,0.0,0.0,0.1,93.5,6.3,low_bike_demand,1,0,0.05232615690119036,0.05232615690119036
871,7,4,9,0,1,1,14.7,10.5,75.88,0.0,0.0,10.8,24.4,16.0,low_bike_demand,1,0,0.0508502611589402,0.0508502611589402
872,14,3,9,0,1,1,22.8,17.8,73.33,0.006,0.0,14.8,96.9,16.0,low_bike_demand,1,0,0.2216962627178405,0.2216962627178405
873,21,0,9,0,1,1,25.8,20.5,72.62,0.0,0.0,6.7,24.4,16.0,low_bike_demand,0,0,0.20995938925449043,0.0
874,16,2,5,0,1,1,26.6,18.8,62.33,0.0,0.0,14.5,90.7,16.0,low_bike_demand,1,1,0.3334575614710904,0.3334575614710904
875,11,1,1,0,1,0,13.0,11.3,89.41,0.0,0.0,20.9,96.1,14.2,low_bike_demand,1,0,0.04854054161789023,0.04854054161789023
876,16,6,5,0,0,1,33.7,15.6,33.79,0.0,0.0,23.8,44.6,16.0,high_bike_demand,1,1,0.7270062334555405,0.7270062334555405
877,14,4,11,1,1,0,21.6,20.0,90.63,0.294,0.0,15.2,100.0,15.6,low_bike_demand,1,0,0.14403907668884053,0.14403907668884053
878,6,2,8,0,1,1,23.5,17.9,70.63,0.0,0.0,8.3,44.6,16.0,low_bike_demand,0,0,0.20288506728439049,0.0
879,13,1,12,0,1,0,4.8,-3.4,55.35,0.0,0.0,5.6,96.4,16.0,low_bike_demand,1,0,0.07350816427564022,0.07350816427564022
880,14,4,4,0,1,1,12.8,11.7,93.21,3.194,0.0,29.0,100.0,3.6,low_bike_demand,1,0,0.02474507147794036,0.02474507147794036
881,4,5,4,0,0,1,7.4,1.1,64.24,0.0,0.0,6.7,24.4,16.0,low_bike_demand,0,0,0.004250797358290259,0.0
882,10,0,8,0,1,1,26.1,21.7,76.88,0.0,0.0,7.5,80.3,16.0,low_bike_demand,1,0,0.2375304830336904,0.2375304830336904
883,7,6,4,0,0,1,10.5,8.7,88.48,0.408,0.0,14.9,100.0,4.1,low_bike_demand,1,0,0.03581324915479023,0.03581324915479023
884,1,6,5,0,0,1,17.6,13.8,78.17,0.0,0.0,10.5,33.7,16.0,low_bike_demand,0,0,0.08419482114869037,0.0
885,6,3,4,0,1,1,9.1,3.8,69.52,0.0,0.0,16.3,82.3,16.0,low_bike_demand,0,0,0.04974518736369016,0.0
886,16,0,12,0,1,0,9.9,-2.8,40.81,0.0,0.0,16.2,46.2,16.0,low_bike_demand,1,1,0.23027404145714025,0.23027404145714025
887,6,5,7,0,0,1,21.5,16.2,71.86,0.0,0.0,12.4,48.4,15.8,low_bike_demand,0,0,0.17618913745994036,0.0
888,10,1,2,0,1,0,0.5,-2.1,82.21,0.544,6.71,24.3,100.0,3.1,low_bike_demand,1,0,-0.027455291190909947,-0.027455291190909947
889,6,6,4,0,0,1,4.4,0.8,77.43,0.0,0.0,6.7,44.6,16.0,low_bike_demand,0,0,-0.06823645199440975,-0.0
890,21,1,7,0,1,1,24.8,19.5,72.26,0.0,0.0,4.8,95.6,16.0,low_bike_demand,0,0,0.2521412817973405,0.0
891,5,0,12,0,1,0,4.6,-1.3,65.42,0.0,0.0,10.3,89.1,16.0,low_bike_demand,0,0,0.010853342586490067,0.0
892,20,5,3,0,0,0,6.5,-3.8,47.49,0.0,0.0,23.4,94.7,16.0,low_bike_demand,0,0,0.14832543108494023,0.0
893,16,1,3,0,1,0,21.1,-1.1,22.55,0.0,0.0,16.4,89.1,16.0,low_bike_demand,1,1,0.7640968392632406,0.7640968392632406
894,15,4,10,0,1,1,16.6,14.5,87.14,5.1720000000000015,0.0,13.8,100.0,7.8,low_bike_demand,1,1,0.051280770178240176,0.051280770178240176
895,10,0,2,1,1,0,10.5,5.6,71.58,0.0,0.0,7.4,89.1,16.0,low_bike_demand,1,0,0.06413512836844015,0.06413512836844015
896,1,5,5,0,0,1,20.5,17.9,85.21,0.0,0.0,12.5,100.0,15.4,low_bike_demand,0,0,0.15199207512709034,0.0
897,12,4,9,0,1,1,23.3,10.0,42.95,0.0,0.0,9.9,24.4,16.0,high_bike_demand,1,0,0.4064190117127904,0.4064190117127904
898,5,4,7,0,1,1,25.4,22.8,85.61,0.0,0.0,17.4,51.3,16.0,low_bike_demand,0,0,0.1694952212323403,0.0
899,12,5,4,0,0,1,11.0,-3.3,36.51,0.0,0.0,14.7,92.8,16.0,high_bike_demand,1,0,0.3337392488759905,0.3337392488759905
900,17,3,9,0,1,1,23.8,21.5,87.46,0.893,0.0,10.0,94.6,13.1,low_bike_demand,1,1,0.17749729911814038,0.17749729911814038
901,12,4,2,0,1,0,8.9,2.2,62.91,0.0,0.45,17.8,44.6,16.0,low_bike_demand,1,0,0.05176408227084017,0.05176408227084017
902,9,5,12,0,0,0,8.9,8.9,99.85,0.0,0.0,9.2,100.0,0.1,low_bike_demand,1,0,0.010451225030040145,0.010451225030040145
903,15,6,9,0,0,1,29.3,16.3,45.42,0.0,0.0,28.6,24.4,16.0,high_bike_demand,1,1,0.47203799476244046,0.47203799476244046
904,5,5,2,0,0,0,-2.1,-7.4,67.13,0.0,0.0,4.8,24.4,16.0,low_bike_demand,0,0,-0.1334491097445598,-0.0
905,0,5,12,0,0,0,3.5,-0.2,76.41,0.0,0.0,0.0,0.0,16.0,low_bike_demand,0,0,-0.11338527784215979,-0.0
906,9,2,2,0,1,0,1.6,-2.9,72.3,0.0,0.0,10.5,89.1,16.0,low_bike_demand,1,0,-0.05060577021220991,-0.05060577021220991
907,6,5,3,0,0,0,2.6,-2.3,70.47,0.0,0.0,7.1,94.3,16.0,low_bike_demand,0,0,-0.02633548035640987,-0.0
908,1,5,4,0,0,1,13.8,12.8,94.17,0.845,0.0,11.2,100.0,6.1,low_bike_demand,0,0,0.059505048718840214,0.0
909,8,6,11,0,0,0,0.9,-2.8,76.17,0.0,0.0,10.8,79.3,16.0,low_bike_demand,1,0,-0.0825571629865599,-0.0825571629865599
910,0,6,4,0,0,1,18.1,13.8,75.99,0.047,0.0,7.5,98.8,15.7,low_bike_demand,0,0,0.15251100705939025,0.0
911,22,6,7,0,0,1,32.9,21.0,49.81,0.0,0.0,9.0,44.6,16.0,low_bike_demand,0,0,0.4999122621679404,0.0
912,5,2,12,0,1,0,0.9,-1.9,81.79,0.0,0.0,7.1,24.4,16.0,low_bike_demand,0,0,-0.13550696261500983,-0.0
913,14,1,9,0,1,1,27.9,15.4,46.46,0.0,0.0,19.8,45.6,16.0,low_bike_demand,1,0,0.45429147612284027,0.45429147612284027
914,7,1,1,0,1,0,1.2,-2.5,76.02,0.0,0.0,9.2,79.3,16.0,low_bike_demand,1,0,-0.08012016958585977,-0.08012016958585977
915,15,4,5,0,1,1,29.3,21.2,61.78,0.0,0.0,21.7,70.5,16.0,low_bike_demand,1,1,0.35920595149099044,0.35920595149099044
916,21,1,10,0,1,1,16.1,14.9,93.06,0.0,0.0,8.9,100.0,14.0,low_bike_demand,0,0,0.08399756602879038,0.0
917,12,5,5,0,0,1,23.7,0.6,21.82,0.0,0.0,0.5,45.6,16.0,high_bike_demand,1,0,0.8015189903945903,0.8015189903945903
918,23,6,3,0,0,0,3.4,-7.4,45.03,0.0,0.0,7.1,0.0,16.0,low_bike_demand,0,0,0.05134440122019013,0.0
919,4,3,4,0,1,1,9.8,4.2,68.55,0.0,0.0,19.7,79.3,16.0,low_bike_demand,0,0,0.06428102904709032,0.0
920,2,4,6,0,1,1,21.1,19.4,90.04,0.0,0.0,16.2,94.7,16.0,low_bike_demand,0,0,0.1377040038238404,0.0
921,8,6,2,0,0,0,2.7,1.1,89.0,2.246,0.0,9.1,100.0,8.3,low_bike_demand,1,0,-0.08407996482010982,-0.08407996482010982
922,16,5,9,0,0,1,27.1,12.7,40.71,0.0,0.0,12.2,32.7,16.0,high_bike_demand,1,1,0.4975440902131407,0.4975440902131407
923,0,2,5,0,1,1,9.9,8.3,90.05,0.0,0.0,6.7,63.7,11.4,low_bike_demand,0,0,-0.006906698504009823,-0.0
924,23,0,1,0,1,0,4.9,-3.3,55.36,0.0,0.0,18.2,100.0,16.0,low_bike_demand,0,0,0.07673237677744016,0.0
925,4,6,4,0,0,1,10.5,8.7,88.59,0.6609999999999999,0.0,14.4,100.0,6.8,low_bike_demand,0,0,0.029113110770640382,0.0
926,8,6,3,0,0,1,1.4,-3.9,68.16,0.0,0.0,12.1,79.3,16.0,low_bike_demand,1,0,-0.04629399352280983,-0.04629399352280983
927,4,4,5,0,1,1,17.7,16.2,90.58,0.0,0.0,12.8,100.0,6.1,low_bike_demand,0,0,0.11458993113254023,0.0
928,0,2,2,0,1,0,2.7,0.7,86.58,0.0,0.0,14.2,100.0,16.0,low_bike_demand,0,0,-0.06772800685675984,-0.0
929,14,6,6,0,0,1,26.7,11.5,38.92,0.0,0.0,18.6,46.6,16.0,high_bike_demand,1,0,0.5336441579836402,0.5336441579836402
930,15,6,12,0,0,0,18.9,7.3,47.02,0.0,0.0,10.8,81.3,16.0,high_bike_demand,1,1,0.34042560848694037,0.34042560848694037
931,9,6,12,0,0,0,5.5,3.4,85.91,0.0,0.0,7.4,100.0,13.2,low_bike_demand,1,0,-0.030687151159459858,-0.030687151159459858
